COG,KO,COG2,COG3,COG4,func,name
COG0642,K11383,,,NA,T,Signal transduction histidine kinase
COG0642,K18345,,,NA,T,Signal transduction histidine kinase
COG0642,K02482,,,NA,T,Signal transduction histidine kinase
COG0642,K07637,,,NA,T,Signal transduction histidine kinase
COG0642,K11357,,,NA,T,Signal transduction histidine kinase
COG0642,K02484,,,NA,T,Signal transduction histidine kinase
COG0642,K19609,,,NA,T,Signal transduction histidine kinase
COG0642,K11520,,,NA,T,Signal transduction histidine kinase
COG0642,K19081,,,NA,T,Signal transduction histidine kinase
COG0642,K18940,,,NA,T,Signal transduction histidine kinase
COG0642,K08479,,,NA,T,Signal transduction histidine kinase
COG0642,K07710,,,NA,T,Signal transduction histidine kinase
COG0642,K07768,,,NA,T,Signal transduction histidine kinase
COG0642,K11356,,,NA,T,Signal transduction histidine kinase
COG0642,K20487,,,NA,T,Signal transduction histidine kinase
COG0642,K19621,,,NA,T,Signal transduction histidine kinase
COG0643,K11526,,,NA,NT,Chemotaxis protein histidine kinase CheA
COG0643,K03407,,,NA,NT,Chemotaxis protein histidine kinase CheA
COG0644,K10960,,,NA,C,Dehydrogenase (flavoprotein)
COG0644,K16431,,,NA,C,Dehydrogenase (flavoprotein)
COG0644,K22712,,,NA,C,Dehydrogenase (flavoprotein)
COG0644,K22695,,,NA,C,Dehydrogenase (flavoprotein)
COG0644,K00311,,,NA,C,Dehydrogenase (flavoprotein)
COG0644,K14257,,,NA,C,Dehydrogenase (flavoprotein)
COG0644,K00313,,,NA,C,Dehydrogenase (flavoprotein)
COG0644,K21401,,,NA,C,Dehydrogenase (flavoprotein)
COG0644,K21256,,,NA,C,Dehydrogenase (flavoprotein)
COG0644,K22692,,,NA,C,Dehydrogenase (flavoprotein)
COG0645,K07028,,,NA,R,Predicted kinase
COG0647,K06117,,,NA,F,Ribonucleotide monophosphatase NagD, HAD superfamily
COG0647,K02101,,,NA,F,Ribonucleotide monophosphatase NagD, HAD superfamily
COG0647,K01101,,,NA,F,Ribonucleotide monophosphatase NagD, HAD superfamily
COG0647,K02566,,,NA,F,Ribonucleotide monophosphatase NagD, HAD superfamily
COG0648,K01151,,,NA,L,Endonuclease IV
COG0649,K22173,,,NA,C,NADH:ubiquinone oxidoreductase 49 kD subunit (chain D)
COG0649,K00333,,,NA,C,NADH:ubiquinone oxidoreductase 49 kD subunit (chain D)
COG0649,K22161,,,NA,C,NADH:ubiquinone oxidoreductase 49 kD subunit (chain D)
COG0649,K05579,,,NA,C,NADH:ubiquinone oxidoreductase 49 kD subunit (chain D)
COG0650,K12138,,,NA,C,Formate hydrogenlyase subunit 4
COG0650,K14101,,,NA,C,Formate hydrogenlyase subunit 4
COG0650,K15829,,,NA,C,Formate hydrogenlyase subunit 4
COG0650,K14087,,,NA,C,Formate hydrogenlyase subunit 4
COG0650,K14124,,,NA,C,Formate hydrogenlyase subunit 4
COG0651,K15828,,,NA,CP,Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit
COG0651,K12137,,,NA,CP,Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit
COG0651,K12141,,,NA,CP,Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit
COG0651,K14115,,,NA,CP,Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit
COG0651,K05561,,,NA,CP,Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit
COG0651,K22180,,,NA,CP,Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit
COG0651,K05568,,,NA,CP,Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit
COG0652,K03768,,,NA,O,Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family
COG0652,K03767,,,NA,O,Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family
COG0653,K03070,,,NA,U,Preprotein translocase subunit SecA (ATPase, RNA helicase)
COG0654,K06126,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K20077,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K20943,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K21267,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K20944,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K14252,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K00492,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K05712,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K21272,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K18800,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K19886,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K20090,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K03380,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K16839,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K03184,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K21280,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K18004,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K21725,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K03185,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K03391,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K21684,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K00481,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K00480,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K18221,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K17940,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K20218,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K20089,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K19065,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K14672,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K20940,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K22270,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K14253,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K09461,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K14974,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K21683,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0654,K15972,,,NA,HC,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0655,K03809,,,NA,C,Multimeric flavodoxin WrbA
COG0655,K20156,,,NA,C,Multimeric flavodoxin WrbA
COG0655,K22598,,,NA,C,Multimeric flavodoxin WrbA
COG0656,K06221,,,NA,Q,Aldo/keto reductase, related to diketogulonate reductase
COG0656,K18107,,,NA,Q,Aldo/keto reductase, related to diketogulonate reductase
COG0656,K00011,,,NA,Q,Aldo/keto reductase, related to diketogulonate reductase
COG0656,K18097,,,NA,Q,Aldo/keto reductase, related to diketogulonate reductase
COG0656,K00002,,,NA,Q,Aldo/keto reductase, related to diketogulonate reductase
COG0656,K06222,,,NA,Q,Aldo/keto reductase, related to diketogulonate reductase
COG0657,K01066,,,NA,I,Acetyl esterase/lipase
COG0657,K14731,,,NA,I,Acetyl esterase/lipase
COG0657,K14263,,,NA,I,Acetyl esterase/lipase
COG0657,K19561,,,NA,I,Acetyl esterase/lipase
COG0659,K03321,,,NA,P,Sulfate permease or related transporter, MFS superfamily
COG0661,K03688,,,NA,HT,Predicted unusual protein kinase regulating ubiquinone biosynthesis, AarF/ABC1/UbiB family
COG0663,K02617,,,NA,R,Carbonic anhydrase or acetyltransferase, isoleucine patch superfamily
COG0663,K08279,,,NA,R,Carbonic anhydrase or acetyltransferase, isoleucine patch superfamily
COG0664,K21563,,,NA,T,cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases
COG0664,K01420,,,NA,T,cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases
COG0664,K10914,,,NA,T,cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases
COG0664,K21561,,,NA,T,cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases
COG0664,K21556,,,NA,T,cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases
COG0664,K21884,,,NA,T,cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases
COG0664,K15861,,,NA,T,cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases
COG0664,K21558,,,NA,T,cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases
COG0664,K21560,,,NA,T,cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases
COG0664,K21555,,,NA,T,cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases
COG0664,K13642,,,NA,T,cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases
COG0664,K16326,,,NA,T,cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases
COG0664,K21564,,,NA,T,cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases
COG0664,K22490,,,NA,T,cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases
COG0664,K21562,,,NA,T,cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases
COG0664,K21828,,,NA,T,cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases
COG0665,K14266,,,NA,E,Glycine/D-amino acid oxidase (deaminating)
COG0665,K22084,,,NA,E,Glycine/D-amino acid oxidase (deaminating)
COG0665,K21060,,,NA,E,Glycine/D-amino acid oxidase (deaminating)
COG0665,K00285,,,NA,E,Glycine/D-amino acid oxidase (deaminating)
COG0665,K18166,,,NA,E,Glycine/D-amino acid oxidase (deaminating)
COG0665,K00306,,,NA,E,Glycine/D-amino acid oxidase (deaminating)
COG0665,K21061,,,NA,E,Glycine/D-amino acid oxidase (deaminating)
COG0665,K02846,,,NA,E,Glycine/D-amino acid oxidase (deaminating)
COG0665,K19746,,,NA,E,Glycine/D-amino acid oxidase (deaminating)
COG0665,K09471,,,NA,E,Glycine/D-amino acid oxidase (deaminating)
COG0665,K22694,,,NA,E,Glycine/D-amino acid oxidase (deaminating)
COG0665,K03153,,,NA,E,Glycine/D-amino acid oxidase (deaminating)
COG0665,K22693,,,NA,E,Glycine/D-amino acid oxidase (deaminating)
COG0665,K10816,,,NA,E,Glycine/D-amino acid oxidase (deaminating)
COG0665,K00301,,,NA,E,Glycine/D-amino acid oxidase (deaminating)
COG0665,K00303,,,NA,E,Glycine/D-amino acid oxidase (deaminating)
COG0666,K06867,,,NA,T,Ankyrin repeat
COG0667,K06607,,,NA,R,Predicted oxidoreductase (related to aryl-alcohol dehydrogenase)
COG0667,K05275,,,NA,R,Predicted oxidoreductase (related to aryl-alcohol dehydrogenase)
COG0667,K19265,,,NA,R,Predicted oxidoreductase (related to aryl-alcohol dehydrogenase)
COG0667,K18471,,,NA,R,Predicted oxidoreductase (related to aryl-alcohol dehydrogenase)
COG0667,K00064,,,NA,R,Predicted oxidoreductase (related to aryl-alcohol dehydrogenase)
COG0668,K16052,,,NA,M,Small-conductance mechanosensitive channel
COG0668,K22044,,,NA,M,Small-conductance mechanosensitive channel
COG0668,K16053,,,NA,M,Small-conductance mechanosensitive channel
COG0668,K03442,,,NA,M,Small-conductance mechanosensitive channel
COG0669,K00954,,,NA,H,Phosphopantetheine adenylyltransferase
COG0670,K19416,,,NA,R,Integral membrane protein, interacts with FtsH
COG0670,K06890,,,NA,R,Integral membrane protein, interacts with FtsH
COG0671,K01096,,,NA,I,Membrane-associated phospholipid phosphatase
COG0671,K18693,,,NA,I,Membrane-associated phospholipid phosphatase
COG0671,K19302,,,NA,I,Membrane-associated phospholipid phosphatase
COG0671,K09474,,,NA,I,Membrane-associated phospholipid phosphatase
COG0671,K12977,,,NA,I,Membrane-associated phospholipid phosphatase
COG0671,K19803,,,NA,I,Membrane-associated phospholipid phosphatase
COG0672,K07243,,,NA,P,High-affinity Fe2+/Pb2+ permease
COG0673,K20590,,,NA,R,Predicted dehydrogenase
COG0673,K13327,,,NA,R,Predicted dehydrogenase
COG0673,K18106,,,NA,R,Predicted dehydrogenase
COG0673,K13016,,,NA,R,Predicted dehydrogenase
COG0673,K00035,,,NA,R,Predicted dehydrogenase
COG0673,K13873,,,NA,R,Predicted dehydrogenase
COG0673,K22230,,,NA,R,Predicted dehydrogenase
COG0673,K13020,,,NA,R,Predicted dehydrogenase
COG0673,K00010,,,NA,R,Predicted dehydrogenase
COG0673,K20571,,,NA,R,Predicted dehydrogenase
COG0673,K19181,,,NA,R,Predicted dehydrogenase
COG0673,K00118,,,NA,R,Predicted dehydrogenase
COG0673,K18855,,,NA,R,Predicted dehydrogenase
COG0673,K16043,,,NA,R,Predicted dehydrogenase
COG0673,K03810,,,NA,R,Predicted dehydrogenase
COG0673,K14273,,,NA,R,Predicted dehydrogenase
COG0673,K18652,,,NA,R,Predicted dehydrogenase
COG0673,K00214,,,NA,R,Predicted dehydrogenase
COG0673,K16044,,,NA,R,Predicted dehydrogenase
COG0674,K00169,,,NA,C,Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, alpha subunit
COG0674,K19070,,,NA,C,Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, alpha subunit
COG0674,K00186,,,NA,C,Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, alpha subunit
COG0675,K07496,,,NA,X,Transposase
COG0676,K01792,,,NA,G,D-hexose-6-phosphate mutarotase
COG0677,K21331,,,NA,M,UDP-N-acetyl-D-mannosaminuronate dehydrogenase
COG0677,K13015,,,NA,M,UDP-N-acetyl-D-mannosaminuronate dehydrogenase
COG0677,K02472,,,NA,M,UDP-N-acetyl-D-mannosaminuronate dehydrogenase
COG0677,K22926,,,NA,M,UDP-N-acetyl-D-mannosaminuronate dehydrogenase
COG0677,K02474,,,NA,M,UDP-N-acetyl-D-mannosaminuronate dehydrogenase
COG0679,K07088,,,NA,R,Predicted permease
COG0679,K13936,,,NA,R,Predicted permease
COG0680,K08567,,,NA,C,Ni,Fe-hydrogenase maturation factor
COG0680,K08315,,,NA,C,Ni,Fe-hydrogenase maturation factor
COG0680,K00442,,,NA,C,Ni,Fe-hydrogenase maturation factor
COG0680,K03605,,,NA,C,Ni,Fe-hydrogenase maturation factor
COG0681,K13280,,,NA,U,Signal peptidase I
COG0681,K03100,,,NA,U,Signal peptidase I
COG0682,K13292,,,NA,M,Prolipoprotein diacylglyceryltransferase
COG0683,K11954,,,NA,E,ABC-type branched-chain amino acid transport system, periplasmic component
COG0683,K01999,,,NA,E,ABC-type branched-chain amino acid transport system, periplasmic component
COG0683,K11959,,,NA,E,ABC-type branched-chain amino acid transport system, periplasmic component
COG0684,K10218,,,NA,J,Regulator of RNase E activity RraA
COG0684,K02553,,,NA,J,Regulator of RNase E activity RraA
COG0685,K00297,,,NA,E,5,10-methylenetetrahydrofolate reductase
COG0686,K00259,,,NA,E,Alanine dehydrogenase
COG0687,K11073,,,NA,E,Spermidine/putrescine-binding periplasmic protein
COG0687,K11069,,,NA,E,Spermidine/putrescine-binding periplasmic protein
COG0687,K02055,,,NA,E,Spermidine/putrescine-binding periplasmic protein
COG0687,K11077,,,NA,E,Spermidine/putrescine-binding periplasmic protein
COG0688,K01613,,,NA,I,Phosphatidylserine decarboxylase
COG0688,K22433,,,NA,I,Phosphatidylserine decarboxylase
COG0689,K11600,,,NA,J,Ribonuclease PH
COG0689,K12587,,,NA,J,Ribonuclease PH
COG0689,K12590,,,NA,J,Ribonuclease PH
COG0689,K00989,,,NA,J,Ribonuclease PH
COG0690,K03073,,,NA,U,Preprotein translocase subunit SecE
COG0691,K03664,,,NA,O,tmRNA-binding protein
COG0692,K03648,,,NA,L,Uracil DNA glycosylase
COG0693,K03152,,,NA,R,Putative intracellular protease/amidase
COG0693,K22211,,,NA,R,Putative intracellular protease/amidase
COG0693,K05523,,,NA,R,Putative intracellular protease/amidase
COG0693,K18199,,,NA,R,Putative intracellular protease/amidase
COG0693,K05520,,,NA,R,Putative intracellular protease/amidase
COG0694,K22074,,,NA,O,Fe-S cluster biogenesis protein NfuA, 4Fe-4S-binding domain
COG0695,K18917,,,NA,O,Glutaredoxin
COG0695,K03674,,,NA,O,Glutaredoxin
COG0695,K06191,,,NA,O,Glutaredoxin
COG0695,K03676,,,NA,O,Glutaredoxin
COG0696,K15633,,,NA,G,Phosphoglycerate mutase (BPG-independent, AlkP superfamily)
COG0697,K12963,,,NA,GER,Permease of the drug/metabolite transporter (DMT) superfamily
COG0697,K07790,,,NA,GER,Permease of the drug/metabolite transporter (DMT) superfamily
COG0697,K03298,,,NA,GER,Permease of the drug/metabolite transporter (DMT) superfamily
COG0697,K12962,,,NA,GER,Permease of the drug/metabolite transporter (DMT) superfamily
COG0697,K15269,,,NA,GER,Permease of the drug/metabolite transporter (DMT) superfamily
COG0697,K02856,,,NA,GER,Permease of the drug/metabolite transporter (DMT) superfamily
COG0697,K15280,,,NA,GER,Permease of the drug/metabolite transporter (DMT) superfamily
COG0697,K15270,,,NA,GER,Permease of the drug/metabolite transporter (DMT) superfamily
COG0697,K15268,,,NA,GER,Permease of the drug/metabolite transporter (DMT) superfamily
COG0698,K21911,,,NA,G,Ribose 5-phosphate isomerase RpiB
COG0698,K01808,,,NA,G,Ribose 5-phosphate isomerase RpiB
COG0699,K22140,,,NA,L,Replication fork clamp-binding protein CrfC (dynamin-like GTPase family)
COG0699,K17065,,,NA,L,Replication fork clamp-binding protein CrfC (dynamin-like GTPase family)
COG0699,K06030,,,NA,L,Replication fork clamp-binding protein CrfC (dynamin-like GTPase family)
COG0700,K06374,,,NA,S,Spore maturation protein SpmB (function unknown)
COG0701,K07089,,,NA,S,Uncharacterized membrane protein YraQ, UPF0718 family
COG0702,K20432,,,NA,R,Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains
COG0702,K17290,,,NA,R,Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains
COG0702,K19267,,,NA,R,Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains
COG0702,K22462,,,NA,R,Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains
COG0703,K00891,,,NA,E,Shikimate kinase
COG0703,K15546,,,NA,E,Shikimate kinase
COG0704,K02039,,,NA,P,Phosphate uptake regulator
COG0705,K02441,,,NA,O,Membrane associated serine protease, rhomboid family
COG0705,K19225,,,NA,O,Membrane associated serine protease, rhomboid family
COG0706,K17797,,,NA,M,Membrane protein insertase Oxa1/YidC/SpoIIIJ, required for the localization of integral membrane proteins
COG0706,K03217,,,NA,M,Membrane protein insertase Oxa1/YidC/SpoIIIJ, required for the localization of integral membrane proteins
COG0707,K03429,,,NA,M,UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase
